carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,5671.482627717477
0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,540.1810522385794
0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,645.5737563830224
0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,799.7500167413251
0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,1027.199164987792
1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,4169.296462277659
1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,7593.292831737082
1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,5349.768242727878
0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,764.4034316446104
0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,724.1374473820483
0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,686.4619816145854
0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,356.2767686675584
0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,3726.6220441866712
1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,4181.298781742811
1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,9403.619047766688
0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,597.4933991743316
0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,1894.3149169452138
0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,551.3202550930403
1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,10360.897346246164
1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,11296.024557570732
0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1228.764297476851
0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1431.8362448898513
1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,5378.772850877818
0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,1788.1512557850097
1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,5192.241646798496
1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,11157.849447308232
0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,1107.9686805771796
0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,475.99179971273895
0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,3842.283611974503
0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,641.2501237620962
0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,512.5382493708172
1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,3057.694391010371
1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,5874.405149988456
0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,3821.1871544019987
0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,519.8303399943318
1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,12835.043398644697
0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,1644.189601959409
1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,4440.672141365165
0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3053.0137411611995
1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,5825.881602874491
0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,487.52841784205384
0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,549.2425134050275
1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,4346.838131120414
0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,2287.145505891816
1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,11293.498426498107
1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,8229.899395342525
0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,1375.494030846824
1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,8479.060581756457
2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,14236.333535787157
1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,7022.276085520503
0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,624.2773314735291
1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,8353.723040868887
0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,2109.00375882048
0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,1217.6199313267225
1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,8081.1037429365715
0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1250.412276659401
0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,720.9346148855184
1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,4582.642962203724
0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,3975.217505472767
0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,2704.0932238268665
0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,2184.4150349057454
2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,18452.91284699571
0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,2768.971381503753
0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,718.469617011092
1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,5174.545374672675
1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,4342.077894900632
0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,1580.773476479302
0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,629.1071411005338
0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,2079.7561280884993
0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,1095.3697579755528
0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,1526.5875892789868
0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,1215.8842280001677
0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,2583.534575235455
0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,3262.9358753125425
0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,739.000436063366
1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,9386.427969662775
1.01,Good,G,SI2,63.7,59.0,6.38,6.31,4.04,3611.888765326741
0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,1883.6935668480403
0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,2504.5733573097286
1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,8037.646622880175
1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,10648.868455820144
1.28,Ideal,F,SI2,59.7,57.0,7.12,7.06,4.23,6584.380626950608
1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,5877.874904724036
0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,817.586630203485
0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,3361.037655709243
0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,472.66648561796217
0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,697.8512804701202
1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,5279.95960518116
1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,6101.856298510288
1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,11805.117979148365
1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,12347.38328769335
0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,2961.5684433118968
0.33,Very Good,H,SI1,63.0,58.0,4.4,4.42,2.78,512.8905692149731
0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,708.1489208834276
1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,10464.55503403333
0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,1269.606766751402
0.32,Premium,F,VVS1,60.7,58.0,4.4,4.43,2.68,862.9939341740998
0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75,487.43747981952373
1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,12566.666908737514
0.4,Very Good,F,IF,62.8,57.0,4.65,4.68,2.93,1359.4998414168458
0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,453.93724303649907
2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,18022.054226816235
1.0,Fair,G,VS2,44.0,53.0,6.31,6.24,4.12,4821.0732893994455
0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3432.5479993526005
1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,5103.650059622528
0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,4953.406327152589
0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,2593.1456422461188
1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,12192.418821114288
0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,1709.1444079459782
0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,883.3545913642404
0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88,4271.599163786959
0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,924.205898195672
0.51,Very Good,H,SI1,62.0,57.0,5.11,5.19,3.19,1166.4420516357377
0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,690.3469614707774
0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,504.17682519094734
0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2058.1673003747296
0.36,Premium,J,SI1,61.6,60.0,4.54,4.58,2.81,458.51935515061257
0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,1797.0116457546837
0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,416.4753160908988
0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,829.7294573410987
0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,832.8999233996295
1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,6233.321926572397
2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,14367.725508718891
1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,13526.715020968442
0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,3082.4373302418007
0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,867.1837658908258
1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,6512.1626633214555
0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,1405.8436211677529
0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,764.5260815971187
1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,4400.754851259786
0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,581.3349238402618
1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,8863.645508896969
1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,4213.528633816755
0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,831.590193877293
0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2548.1801550744917
0.36,Ideal,D,SI1,59.5,56.0,4.68,4.63,2.77,806.3562907594409
1.21,Premium,J,VS2,61.9,58.0,6.84,6.79,4.22,5160.755143074645
0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,2241.3551122082276
0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43,2473.54820352565
1.01,Premium,E,VS2,62.2,58.0,6.41,6.36,3.97,6027.21962787413
0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,1694.0354709472897
1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,11631.842852033784
0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,1709.1255657696188
0.25,Very Good,D,VVS1,63.8,54.0,3.94,3.99,2.53,577.5836495180406
1.01,Fair,D,SI1,65.9,60.0,6.32,6.18,4.12,4783.784577820579
0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2286.634737464637
0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,646.49688034482
0.37,Premium,I,VS1,61.4,59.0,4.61,4.55,2.81,747.8483216459371
0.36,Ideal,H,VS2,61.0,57.0,4.59,4.63,2.81,730.0464780395689
0.33,Premium,E,SI1,60.2,58.0,4.55,4.49,2.72,641.1028751816942
0.7,Premium,H,SI1,59.0,60.0,5.86,5.81,3.44,2182.7058594024243
1.02,Ideal,G,VS2,61.9,53.0,6.5,6.48,4.02,5619.423832245122
1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04,6474.927767500977
0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,768.6551813007211
1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13,8136.277074182006
1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,13080.976633922946
0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,1552.4223813317606
0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,488.21766005600864
0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,2087.766781079177
0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,1091.012047450002
1.52,Ideal,I,SI2,60.2,57.0,7.47,7.38,4.47,7055.846425714187
0.4,Ideal,F,SI1,62.6,54.0,4.77,4.7,2.96,892.1894886561573
0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,570.6518585804132
2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08,15962.502484457735
0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17,2041.9314784482838
0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,449.7962979164722
0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,750.0873915397912
1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44,8795.424493163402
0.71,Very Good,D,VS2,63.0,58.0,5.65,5.68,3.57,3149.7287410492595
0.3,Ideal,F,IF,61.1,57.0,4.39,4.35,2.67,831.7452648330186
0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,1276.7439796245737
0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,1755.4973215817713
0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,2250.5464077146944
1.28,Ideal,I,SI2,62.5,59.0,6.88,6.95,4.32,5081.8632972925725
0.41,Very Good,D,SI2,59.9,60.0,4.78,4.8,2.87,806.6322622333471
1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19,4746.153763806929
0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,3440.9785276711923
1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,5729.745242704314
1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,4776.205013435571
1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,3218.0717089425825
1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,4139.564204052396
2.0,Fair,H,I1,66.8,57.0,7.81,7.72,5.19,8085.45069663909
0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,878.5111840578015
0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,1115.5382064296778
1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,8319.624580569327
1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,4550.649215130049
0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,571.6846312783799
0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,639.2022270527918
0.24,Ideal,F,IF,62.9,55.0,3.96,3.98,2.5,545.3550866284513
0.33,Premium,H,VS2,58.8,62.0,4.53,4.49,2.65,607.8772614218454
1.01,Premium,D,VS2,60.4,58.0,6.57,6.47,3.94,6308.284119219058
0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,1535.409954299366
0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,751.5417737448568
1.45,Premium,F,VS2,61.1,58.0,7.31,7.23,4.44,11341.21115502925
0.3,Very Good,H,VS1,62.4,60.0,4.23,4.29,2.66,547.6944856882159
1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,5523.42058190937
1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,6125.968446616624
1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06,4456.16695263383
1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,7989.435644571615
1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,4928.168436693313
0.31,Ideal,F,VVS1,61.4,56.0,4.37,4.4,2.69,829.7984033983905
1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,4127.3539406107675
1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,12011.453538609727
0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,2870.795179410295
0.91,Premium,F,VS2,62.2,58.0,6.17,6.21,3.85,4709.2561911941475
1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,14049.52470030674
0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,1374.6099648316326
1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36,5086.25904619113
1.39,Very Good,G,VS2,62.6,56.0,7.08,7.11,4.44,9571.9411256272
0.4,Good,F,SI1,63.3,58.0,4.69,4.72,2.98,816.7975033500343
1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,4579.052725258715
0.32,Ideal,F,VS1,61.7,56.0,4.39,4.42,2.72,749.2520585193481
1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,6005.807845905293
0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,3528.493199672245
1.5,Very Good,H,VS2,63.4,57.0,7.27,7.2,4.59,10184.809904386655
0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,1090.0643556116597
0.74,Premium,G,SI1,60.5,58.0,5.93,5.88,3.57,2620.0366714966954
0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,919.3145515760817
0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,3492.875674154255
1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,5750.006838233481
1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,11487.364300865567
1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,4419.789767086548
1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,5018.656895093532
0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,2095.7347956795074
0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,2606.661953843048
2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,17561.49483593529
0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,1002.0592579147315
0.57,Ideal,D,SI1,61.4,55.0,5.34,5.35,3.28,1910.4011005266934
2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,9563.625018719404
0.57,Very Good,I,SI1,63.3,56.0,5.29,5.27,3.34,1283.4627744267448
0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,1478.1137304643732
1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6195.603164738536
0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,780.0893220439766
0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,1249.8990875272248
0.25,Premium,F,VS1,61.2,59.0,4.05,4.02,2.47,460.8008646544822
1.24,Ideal,G,VVS1,62.3,56.0,6.86,6.89,4.28,10594.334059541372
2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,13764.402171318825
0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,884.6879887228324
0.56,Ideal,G,VS2,62.1,56.0,5.31,5.29,3.29,1813.9795952087418
0.31,Premium,F,VS2,60.7,61.0,4.4,4.36,2.66,620.723877559069
1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,11739.611446684492
1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,7140.9247153141
1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,7322.680492834169
0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25,1892.1903132916468
1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,5605.08516149941
0.35,Very Good,H,VVS1,61.2,60.0,4.5,4.55,2.77,862.0200456196388
0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,1618.8404225821694
0.32,Ideal,J,VS2,62.1,54.0,4.38,4.44,2.74,431.3627551438545
0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98,1376.9617837608755
1.02,Premium,F,SI2,62.5,57.0,6.47,6.43,4.03,4186.501517109828
0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,1169.9061517103723
0.78,Ideal,I,VVS2,62.4,56.0,5.87,5.9,3.67,3392.5819944680084
0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,442.18444168928295
1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03,7330.623852043912
1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65,11149.530729495738
0.9,Good,F,VS1,63.3,59.0,6.03,6.07,3.83,4801.985383214178
0.31,Premium,G,VS2,61.5,59.0,4.36,4.32,2.67,583.2981384846266
0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,1344.632980175102
0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,657.1891621385269
1.2,Very Good,F,IF,62.3,60.0,6.74,6.8,4.22,10751.305239372858
0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2829.135222963136
0.82,Premium,G,SI2,62.3,58.0,5.96,5.98,3.72,2609.2335529874113
1.01,Ideal,F,VS2,62.0,56.0,6.46,6.51,4.02,5858.194681996986
0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,3628.125796790977
0.74,Ideal,D,SI1,61.5,56.0,5.8,5.84,3.58,3120.882492978215
0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,4550.824881231801
2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,10074.871065255607
0.59,Very Good,G,VS2,62.8,56.0,5.3,5.34,3.34,1906.1668140333898
1.2,Ideal,I,VS2,62.5,56.0,6.77,6.74,4.22,6284.015971107167
0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22,1679.6858637891141
0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1562.33572298734
0.31,Ideal,E,VS2,61.0,56.0,4.41,4.38,2.68,667.7082861125716
1.01,Premium,E,I1,59.8,58.0,6.57,6.53,3.92,3111.8584599352957
0.37,Ideal,D,VS2,61.4,55.0,4.64,4.67,2.86,972.0922418103893
1.1,Premium,D,VS2,60.0,59.0,6.67,6.6,3.98,7409.7321655603755
0.56,Very Good,H,SI1,59.9,60.0,5.3,5.35,3.19,1393.9485830824985
0.29,Ideal,H,VVS1,62.1,55.0,4.28,4.3,2.66,634.980517387951
0.9,Ideal,F,SI1,61.0,56.0,6.17,6.19,3.77,4113.841727026958
0.91,Premium,G,SI1,58.0,59.0,6.45,6.38,3.72,3881.756200659939
1.04,Ideal,G,VS2,62.6,55.0,6.45,6.49,4.05,5816.5644533737395
0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94,1024.2189863317908
1.01,Premium,H,SI1,61.8,59.0,6.41,6.37,3.95,4334.771011516309
2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,21911.74364260422
0.71,Ideal,G,SI2,62.3,56.0,5.68,5.72,3.55,2033.0810877942386
1.2,Good,H,SI2,64.1,57.0,6.68,6.65,4.27,4615.541865798291
2.02,Ideal,J,SI2,62.7,56.9,8.03,8.07,5.05,9909.339913758195
0.38,Ideal,E,VS1,61.6,56.0,4.65,4.7,2.88,1089.253997716707
1.51,Good,H,VVS2,63.1,59.0,7.26,7.28,4.59,12057.889522744723
0.51,Ideal,E,VS2,62.4,57.0,5.13,5.1,3.19,1700.1262131062022
0.5,Good,E,SI2,58.3,58.0,5.23,5.2,3.04,1085.354608532293
0.31,Ideal,F,VS2,61.5,56.0,4.34,4.37,2.68,634.3399022957732
0.38,Premium,H,VS2,60.6,58.0,4.7,4.68,2.84,791.8150034969913
0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63,3311.2191562629173
2.05,Premium,I,VS2,62.5,59.0,8.07,8.12,5.06,16846.43278459738
2.01,Very Good,J,SI1,61.6,60.0,7.99,8.02,4.93,11375.249435473044
1.01,Ideal,F,VS2,61.9,55.0,6.47,6.45,4.0,5861.876268390794
0.23,Very Good,D,VVS2,62.4,53.0,3.94,3.95,2.46,459.7172357767307
1.0,Very Good,E,SI2,61.9,59.0,6.39,6.43,3.97,4130.136093037724
1.07,Very Good,F,VVS1,60.2,58.0,6.57,6.65,3.98,8161.091284661299
1.02,Very Good,E,SI2,63.3,58.0,6.31,6.4,4.02,4279.410633078777
0.31,Ideal,F,VS2,61.6,55.0,4.37,4.36,2.69,634.5342510817314
0.32,Ideal,F,VVS2,62.0,55.0,4.41,4.39,2.73,817.7176020666417
0.36,Very Good,G,SI1,61.8,57.8,4.52,4.58,2.81,655.5662069923817
1.06,Very Good,F,SI2,60.0,59.0,6.6,6.63,3.97,4395.85275101386
0.91,Very Good,J,SI2,62.0,56.0,6.18,6.23,3.85,2108.744250781983
0.74,Ideal,G,SI1,61.9,56.0,5.8,5.83,3.6,2671.4066973518998
0.26,Ideal,E,VVS2,62.5,55.0,4.09,4.07,2.55,581.2809020286488
2.41,Premium,H,SI2,58.7,61.0,8.85,8.76,5.17,18427.355844938233
0.41,Very Good,E,SI1,60.5,61.0,4.78,4.8,2.9,937.5613149532885
0.41,Good,I,VVS2,63.9,55.0,4.74,4.71,3.02,926.3389928685405
1.1,Ideal,G,SI1,62.2,56.6,6.56,6.6,4.09,5630.574710732484
0.3,Ideal,D,VS2,61.8,55.0,4.27,4.3,2.65,654.549517154535
0.9,Very Good,E,SI1,60.1,58.0,6.25,6.29,3.77,4128.0683973348505
0.7,Ideal,H,SI1,62.0,55.0,5.71,5.68,3.53,2222.5927819297854
0.41,Premium,E,SI1,62.3,56.0,4.78,4.76,2.97,962.3499065094647
2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9,15017.00065749871
0.57,Ideal,F,VS2,62.3,55.0,5.36,5.3,3.32,1995.2069945136138
0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,478.8104936308338
0.53,Good,E,SI1,64.1,54.0,5.11,5.16,3.29,1460.145904374021
0.72,Very Good,I,VS2,61.1,56.0,5.76,5.79,3.53,2295.426214645251
0.67,Good,G,VS2,57.5,60.1,5.78,5.83,3.34,2348.251476211498
1.23,Ideal,F,SI2,62.3,58.0,6.8,6.84,4.25,6079.913991710412
0.5,Very Good,E,VS2,63.6,59.0,4.99,5.04,3.19,1557.4669778500734
2.01,Good,J,SI1,59.6,61.0,8.08,8.14,4.83,10985.031707754775
1.54,Very Good,G,SI2,61.5,61.0,7.35,7.42,4.54,8321.431459839578
